"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
176, 1.300144621984607e-03, -7.015854607894928e-03, 2.809266798106747e+06, 1.527160437408197e+00, 3.534603724109572e-01
177, 1.326638438896690e-04, -2.176956704774261e-03, 3.133723528548276e+06, 1.710139806731255e+00, 1.392528449889779e-01
178, 2.217382814469748e-04, 2.793605077683265e-03, 2.825891749097403e+06, 1.536536180802878e+00, 2.550387417492168e-01
179, 1.540029722592580e-03, 7.590842362212020e-03, 2.621460815172888e+06, 1.421246097873399e+00, 4.765685623223849e-01
180, 4.036240720849822e-03, 1.189933892803832e-02, 2.663742841964206e+06, 1.445091307018691e+00, 5.299179777940534e-01
181, 7.536442771750309e-03, 1.542379966994538e-02, 1.518800581888722e+06, 7.993940752958848e-01, 9.609513940459979e-01
182, 1.166219842397258e-02, 1.822124802466777e-02, 1.537064956314951e+06, 8.096943816234615e-01, 9.952474325324697e-01
183, 1.607252007509257e-02, 2.054810350658879e-02, 9.471673128096377e+05, 4.770179762769802e-01, 1.319008936386575e+00
184, 2.067941921431747e-02, 2.245652679862558e-02, 8.847752844029984e+05, 4.418316079957695e-01, 1.378698436294100e+00
185, 2.537813979706254e-02, 2.412978173833229e-02, 7.603613319622932e+05, 3.716675940712944e-01, 1.503141802688069e+00
186, 3.013516897470962e-02, 2.562907254263536e-02, 7.300311822953182e+05, 3.545627195631135e-01, 1.540101164214749e+00
187, 3.494313118844652e-02, 2.695651047228939e-02, 6.387590754066558e+05, 3.030892533399067e-01, 1.631321387027104e+00
188, 3.977902641411809e-02, 2.817856407813046e-02, 5.930097231034541e+05, 2.772886246397824e-01, 1.684567336590930e+00
189, 4.464058366535685e-02, 2.929413434903870e-02, 5.545866526427518e+05, 2.556196976590190e-01, 1.740650843872550e+00
190, 4.952464662046008e-02, 3.030672525294246e-02, 5.465111633577733e+05, 2.510654757930413e-01, 1.753951287684054e+00
191, 5.442290581026105e-02, 3.124862458160588e-02, 5.235840305286173e+05, 2.381355781769370e-01, 1.784374566505827e+00
192, 5.932979682354124e-02, 3.214440774256755e-02, 4.813580903241458e+05, 2.143219994073643e-01, 1.832267748803996e+00
193, 6.424670619385572e-02, 3.298341832246543e-02, 4.519978857765156e+05, 1.977641314167372e-01, 1.870230671256011e+00
194, 6.917367531971554e-02, 3.376116283421540e-02, 4.296166822123040e+05, 1.851421139683784e-01, 1.903166931341551e+00
195, 7.410996499086597e-02, 3.447738642280739e-02, 4.073339222676716e+05, 1.725756144049468e-01, 1.935380254800295e+00
196, 7.905356579942571e-02, 3.514141156186721e-02, 3.897336789837778e+05, 1.626498489210971e-01, 1.964278403079377e+00
197, 8.400164408681639e-02, 3.577124554858904e-02, 3.775264850934761e+05, 1.557655268230100e-01, 1.983202696602878e+00
198, 8.895348470763909e-02, 3.637079101180064e-02, 3.658772349762777e+05, 1.491958605484630e-01, 2.001999784065153e+00
199, 9.390869102881734e-02, 3.694185465869458e-02, 3.534225407974352e+05, 1.421719591399303e-01, 2.019941995725894e+00
200, 9.886702586703551e-02, 3.748508672738275e-02, 3.418685628970552e+05, 1.356560222182117e-01, 2.039951031125634e+00
201, 1.038283538579713e-01, 3.800026099962599e-02, 3.293548186396582e+05, 1.285988191545780e-01, 2.066136871412672e+00
202, 1.087926122678815e-01, 3.848638293083750e-02, 3.191811259540985e+05, 1.228613025718366e-01, 2.084364798234695e+00
203, 1.137596366364949e-01, 3.894338766470445e-02, 3.104703891935996e+05, 1.179488289837367e-01, 2.101420013900885e+00
204, 1.187289702882849e-01, 3.937456448679623e-02, 3.019704778999415e+05, 1.131552517147462e-01, 2.118407888582554e+00
205, 1.237003796003836e-01, 3.978111512725994e-02, 2.931770649909524e+05, 1.081961524040478e-01, 2.135007673360335e+00
206, 1.286736169918206e-01, 4.016467404452313e-02, 2.849886646893072e+05, 1.035782536755460e-01, 2.152785476559921e+00
207, 1.336484245668455e-01, 4.052729569539202e-02, 2.765538083681343e+05, 9.882136455853334e-02, 2.169875043991655e+00
208, 1.386245568969017e-01, 4.087127660471768e-02, 2.704117109242136e+05, 9.535749091633776e-02, 2.183584849629201e+00
209, 1.436017878993222e-01, 4.119898983958406e-02, 2.653562122372629e+05, 9.250641132833549e-02, 2.195832672249518e+00
210, 1.485799182637978e-01, 4.151275287071243e-02, 2.617292622929624e+05, 9.046097059276723e-02, 2.205099727168042e+00
211, 1.535588339558157e-01, 4.181381218939915e-02, 2.576551104388480e+05, 8.816332758879025e-02, 2.214828894626004e+00
212, 1.585385298180060e-01, 4.210167726617668e-02, 2.533254295244693e+05, 8.572157739915794e-02, 2.225102797565762e+00
213, 1.635188895908741e-01, 4.237782061671735e-02, 2.489828892851527e+05, 8.327257511411099e-02, 2.235288829434773e+00
214, 1.684998278525605e-01, 4.264332846999749e-02, 2.450465062961910e+05, 8.105262770924732e-02, 2.244392220681263e+00
215, 1.734812853886038e-01, 4.289891195338650e-02, 2.414803092455096e+05, 7.904144894181221e-02, 2.253003091394449e+00
216, 1.784632209691950e-01, 4.314500006345298e-02, 2.378497307525071e+05, 7.699396186387912e-02, 2.261318153754025e+00
217, 1.834456071344054e-01, 4.338179090545208e-02, 2.340567058064537e+05, 7.485486210931087e-02, 2.271681561752342e+00
218, 1.884284268708914e-01, 4.360927556754710e-02, 2.302811427806698e+05, 7.272561011211154e-02, 2.281880950278214e+00
